episode,epsilon,r1_mean,r2_mean,r3_mean,scalar_reward,total_handovers,replay_size,losses
0,1.0,1209.9153740692138,-4.195,-20.499367065429848,599.5993136215209,839,1000,"[15230.524088541666, 0.08947283857398564, 1.2471172445350223]"
